time,temperature_2m (Â°C),precipitation (mm),surface_pressure (hPa),pressure_msl (hPa),wind_speed_10m (km/h),soil_temperature_0_to_7cm (Â°C),relative_humidity_2m (%),dew_point_2m (Â°C),apparent_temperature (Â°C),wind_direction_10m (Â°),wind_gusts_10m (km/h),cloud_cover (%)
2024-01-31T18:00,6.9,0,1027.1,1033,4.5,5.4,71,2.1,4.5,256,6.1,100
2024-02-01T00:00,1.5,0,1026.2,1032.2,4.3,3,92,0.4,-1.1,228,9.4,42
2024-02-01T06:00,-2.2,0,1023.3,1029.4,5.6,1.8,94,-3,-5.6,220,11.2,0
2024-02-01T12:00,10.7,0,1021.9,1027.7,3.1,6.5,55,2,8.4,54,11.2,100
2024-02-01T18:00,7.2,0,1020.7,1026.6,6.5,7.1,80,3.9,4.8,264,8.6,77
2024-02-02T00:00,2.3,0,1022.7,1028.7,8.3,3.3,94,1.5,-0.8,275,13.7,50
2024-02-02T06:00,1.4,0,1023.2,1029.2,7.3,2.5,85,-0.8,-1.9,250,13.7,34
2024-02-02T12:00,11,0,1024.6,1030.4,4.2,7.3,62,4,9,329,13.7,24
2024-02-02T18:00,5.5,0,1023.1,1029,7.1,7.6,88,3.8,3,139,8.3,2
2024-02-03T00:00,1.1,0,1023.4,1029.4,3.8,4,97,0.7,-1.4,221,8.6,0
2024-02-03T06:00,0.2,0,1021.9,1027.9,4.1,3.2,98,-0.2,-2.6,232,7.6,0
2024-02-03T12:00,11.4,0,1021.5,1027.3,6.7,8.1,68,5.6,9.3,54,17.6,0
2024-02-03T18:00,5.6,0,1019.1,1025,5.8,8.3,95,4.8,3.4,120,8.6,0
2024-02-04T00:00,3.1,0,1019.3,1025.2,5.2,4.2,90,1.5,0.5,236,6.5,19
2024-02-04T06:00,4.7,0,1018.1,1024,3.5,3.7,84,2.2,2.4,294,7.6,40
2024-02-04T12:00,12.2,0,1019.7,1025.5,4.4,8.6,75,8,11.1,9,14.8,94
2024-02-04T18:00,6.6,0,1018.3,1024.2,6.6,9,97,6.2,4.7,139,14,98
2024-02-05T00:00,4.2,0,1018.7,1024.6,8.7,4.9,96,3.7,1.5,246,10.1,52
2024-02-05T06:00,6.2,0,1017.6,1023.5,3.7,4.2,93,5.2,4.5,259,5,29
2024-02-05T12:00,10.9,0,1019.4,1025.2,6.1,8.9,84,8.2,9.5,50,17.6,25
2024-02-05T18:00,6.5,0,1018.1,1024,7.6,9.4,96,5.9,4.4,95,12.6,92
2024-02-06T00:00,4.2,0,1018.7,1024.6,2.1,5.9,100,4.2,2.6,211,5.4,95
2024-02-06T06:00,4.8,0,1018,1023.9,1.3,5.9,99,4.7,3.3,236,6.5,100
2024-02-06T12:00,11,0,1017.5,1023.3,6.2,9.4,81,7.8,9.5,54,17.3,100
2024-02-06T18:00,7,0,1015,1020.8,8.4,9.1,99,6.8,5,140,17.3,100
2024-02-07T00:00,4.8,0,1013.2,1019.1,6.1,6.4,97,4.4,2.6,220,10.8,40
2024-02-07T06:00,5.5,0,1011.3,1017.1,6.9,6.4,97,5.1,3.3,208,12.2,53
2024-02-07T12:00,13.9,0,1009.4,1015.1,3,10.2,73,9.1,13.2,76,13,99
2024-02-07T18:00,10.2,0.1,1006.7,1012.4,6.6,10.6,91,8.9,8.9,99,11.2,50
2024-02-08T00:00,6.7,0,1005.6,1011.4,4.7,6.8,92,5.5,4.9,212,7.6,21
2024-02-08T06:00,5.9,0,1004.4,1010.2,2.7,5.9,93,4.8,4.3,157,3.6,80
2024-02-08T12:00,14.6,0,1005.4,1011,8.4,10.9,67,8.5,12.9,20,18.7,57
2024-02-08T18:00,10.4,0,1003.1,1008.8,7.7,11.1,83,7.7,8.7,101,9,78
2024-02-09T00:00,9.2,0,1002.8,1008.5,10.8,8.4,87,7.2,6.9,178,17.3,100
2024-02-09T06:00,10.8,0,999.5,1005.2,7.8,9.4,81,7.6,9,124,20.2,100
2024-02-09T12:00,12.6,0,998.6,1004.2,5.7,10.2,80,9.1,11.5,162,11.5,100
2024-02-09T18:00,15.1,0,994.9,1000.5,20.8,12.1,58,7.1,11.4,194,44.6,100
2024-02-10T00:00,11.9,1.1,993.4,999,18,10.6,81,8.8,9,160,32.8,100
2024-02-10T06:00,11.8,0,989.8,995.4,14.8,10.6,66,5.7,8.6,113,25.9,100
2024-02-10T12:00,13.1,0.3,989.1,994.7,11.8,11.1,79,9.6,11.3,113,20.9,100
2024-02-10T18:00,10.6,4.6,986.6,992.2,18.5,10.4,90,9.1,7.7,111,33.5,100
2024-02-11T00:00,10.6,4.9,983.7,989.3,13.5,9.9,91,9.2,8.4,138,25.6,100
2024-02-11T06:00,9.6,4.6,983.7,989.3,5.7,9.4,93,8.5,8.3,288,15.1,100
2024-02-11T12:00,13.9,0,987.2,992.7,5.5,12.1,70,8.5,12.8,259,12.6,99
2024-02-11T18:00,10.5,0.2,989.8,995.4,9.8,11.2,80,7.2,8.3,298,17.6,57
2024-02-12T00:00,8.2,0,994.1,999.8,8.4,8.8,90,6.7,6.2,280,14.4,46
2024-02-12T06:00,4.8,0.2,996,1001.8,4.6,7.1,97,4.4,2.8,225,9.7,100
2024-02-12T12:00,13.2,0.1,999.1,1004.7,6.8,11.6,67,7.3,11.6,302,20.2,43
2024-02-12T18:00,7.8,0.1,1001,1006.7,8.2,10.9,91,6.4,5.8,322,10.4,100
2024-02-13T00:00,5.8,0,1005.4,1011.2,5.6,7.4,95,5.1,3.8,255,8.6,100
2024-02-13T06:00,6.2,0,1008.8,1014.6,8.6,7.6,92,5.1,3.8,272,14.8,100
2024-02-13T12:00,13.6,0,1012.8,1018.5,12.5,11.4,71,8.4,11.4,314,27.4,1
2024-02-13T18:00,9,0,1013.9,1019.7,8.1,11.1,83,6.2,6.9,283,10.1,0
2024-02-14T00:00,3,0,1016.6,1022.5,6.7,6.9,98,2.6,0.3,216,12.2,0
2024-02-14T06:00,0.9,0,1018,1024,6,5.8,100,0.9,-2,213,11.9,93
2024-02-14T12:00,13.4,0,1019.7,1025.4,4.8,10.6,58,5.3,11.6,13,15.1,0
2024-02-14T18:00,8.6,0,1019.2,1025,5.4,11.1,97,8.1,7.3,138,9,32
2024-02-15T00:00,3,0,1019.6,1025.5,2,6.8,94,2.2,1,225,5.8,0
2024-02-15T06:00,2,0,1019,1025,2,5.7,95,1.2,-0.2,225,5,6
2024-02-15T12:00,11.4,0,1018.8,1024.6,4.8,10.2,77,7.6,10.1,48,15.8,71
2024-02-15T18:00,7.3,0,1017,1022.8,6.1,10.1,94,6.4,5.6,87,14,100
2024-02-16T00:00,4,0,1016.5,1022.4,0.4,6.8,100,4,2.5,270,4.7,100
2024-02-16T06:00,4.9,0,1016.2,1022.1,3,6.8,100,4.9,3.3,284,9.4,100
2024-02-16T12:00,11.2,0,1016.4,1022.2,5,10.6,77,7.4,9.8,360,16.2,46
2024-02-16T18:00,7.1,0,1016.4,1022.2,5.9,10,97,6.6,5.3,76,18.4,100
2024-02-17T00:00,5.7,0,1018,1023.9,1.8,7.4,100,5.7,4.3,217,4.3,99
2024-02-17T06:00,3.8,2.1,1019.1,1025,6.1,5.7,96,3.2,1.4,208,8.3,47
2024-02-17T12:00,12.9,0,1022.1,1027.9,4.3,11.1,75,8.6,11.9,355,15.5,37
2024-02-17T18:00,7.8,0,1023.2,1029.1,3.7,10.6,97,7.4,6.6,79,9,73
2024-02-18T00:00,4.5,0,1025.6,1031.5,3.1,6.9,99,4.4,2.7,225,5.8,44
2024-02-18T06:00,4.1,0,1025.6,1031.6,5.9,5.9,95,3.3,1.7,259,7.6,1
2024-02-18T12:00,12.9,0,1025.8,1031.6,7,11,79,9.4,11.8,12,19.1,13
2024-02-18T18:00,7.4,0,1023,1028.9,5.4,10.7,95,6.8,5.8,127,9.4,62
2024-02-19T00:00,4.2,0,1020.6,1026.5,4.3,6.8,100,4.2,2.1,265,7.6,99
2024-02-19T06:00,5.8,0.1,1018.7,1024.6,4.2,6.8,95,5.1,4,250,9,100
2024-02-19T12:00,13.9,0,1019.3,1025,8.5,11.3,70,8.4,12.2,324,22.3,0
2024-02-19T18:00,9.6,0,1018.7,1024.5,6.6,11.5,92,8.3,8.1,112,12.2,0
2024-02-20T00:00,3.9,0,1018.7,1024.6,3.2,7.4,100,3.8,2,207,9.7,100
2024-02-20T06:00,4.3,0,1018.2,1024.1,5.2,6.7,98,4,2.2,258,11.2,100
2024-02-20T12:00,13.3,0,1019.8,1025.5,9.8,11.4,76,9.1,11.6,336,23.4,52
2024-02-20T18:00,9.2,0,1019.2,1025,2.8,11.6,88,7.3,8.2,140,6.5,1
2024-02-21T00:00,4.7,0,1020,1025.9,7.5,7.5,97,4.2,2.2,235,13,19
2024-02-21T06:00,2.2,0,1019.6,1025.6,4.3,5.9,94,1.4,-0.3,228,9.4,0
2024-02-21T12:00,14.8,0,1019.9,1025.6,3.3,11.6,55,5.9,13.2,49,13.3,5
2024-02-21T18:00,8.4,0,1016.6,1022.4,7.6,11.4,84,5.9,6.3,135,12.2,100
2024-02-22T00:00,7,0,1013.8,1019.6,11,7.8,73,2.5,3.7,203,18.7,100
2024-02-22T06:00,8.1,0,1010.7,1016.5,10,8.1,65,1.9,4.8,218,13.3,100
2024-02-22T12:00,15.9,0,1007.5,1013.1,8,11.9,44,3.7,13.2,172,20.9,100
2024-02-22T18:00,12.8,0.9,1004.1,1009.8,12.9,11.2,62,5.7,9.8,193,23.4,100
2024-02-23T00:00,11.6,0,999.6,1005.3,11.3,10.2,66,5.5,8.8,173,20.2,100
2024-02-23T06:00,12.4,3.9,994.9,1000.5,21.3,10.4,65,6.1,8.4,158,40,100
2024-02-23T12:00,16.6,0.2,991,996.5,16.8,13.1,64,9.8,14.1,113,50.8,100
2024-02-23T18:00,10.9,5.4,992.6,998.2,12.3,11.5,72,6.1,8.1,238,28.8,100
2024-02-24T00:00,8,0,995.9,1001.6,3.4,8.6,82,5.2,6.3,108,7.2,61
2024-02-24T06:00,6.2,0,999.6,1005.4,10.2,7.6,87,4.2,3.3,157,17.6,19
2024-02-24T12:00,14,0,1003.1,1008.7,11.9,11.4,48,3,10.7,241,28.8,100
2024-02-24T18:00,10.9,0,1003.4,1009.1,9.1,11.6,60,3.3,8,171,15.1,100
2024-02-25T00:00,4.9,0,1005,1010.8,6,7.9,87,2.9,2.4,205,13,11
2024-02-25T06:00,4.9,0,1005.5,1011.3,6,6.9,89,3.3,2.5,245,10.4,57
2024-02-25T12:00,13.6,0.2,1004.7,1010.3,2.9,11.4,58,5.4,12,210,18,50
2024-02-25T18:00,9.1,0.2,1003.5,1009.2,6.4,11.7,87,7.2,7.5,117,10.8,12
2024-02-26T00:00,4,0,1002.9,1008.7,10.2,7.2,89,2.4,0.8,219,17.6,7
2024-02-26T06:00,2.8,0,1000.5,1006.3,4,6.2,88,0.9,0.2,207,10.8,100
2024-02-26T12:00,13,0,1000.2,1005.8,4.5,10.2,55,4.2,11,104,13.3,100
2024-02-26T18:00,10.2,1.9,999.6,1005.3,14.6,9.6,92,8.9,7.8,99,25.2,100
2024-02-27T00:00,10.1,1.4,999.1,1004.8,17.3,9.1,85,7.7,7,126,34.9,100
2024-02-27T06:00,10.9,7.4,999,1004.7,18.6,9.3,82,7.9,7.6,122,33.8,100
2024-02-27T12:00,13.6,0.4,1001.8,1007.4,14,11.6,81,10.4,11.6,90,33.8,100
2024-02-27T18:00,11.6,1.9,1001.8,1007.5,4.6,11.9,91,10.2,11,45,10.1,100
2024-02-28T00:00,9.7,3.2,1004.3,1010,3.4,9.2,98,9.4,9,252,5.8,100
2024-02-28T06:00,8.6,1.3,1006.7,1012.5,9.2,9.1,100,8.6,6.8,281,14.8,100
2024-02-28T12:00,12.6,8.6,1008.8,1014.5,3.9,11.7,91,11.1,12.3,56,10.8,100
2024-02-28T18:00,11.9,0.5,1009.9,1015.6,7.6,12,97,11.4,11.2,59,24.5,100
2024-02-29T00:00,10.5,2.3,1010.3,1016,4.5,10.1,94,9.5,9.7,194,9,99
2024-02-29T06:00,11.4,0.5,1008.4,1014.1,12.7,10.6,91,10.1,9.6,82,25.2,99
2024-02-29T12:00,12.6,0.2,1008.1,1013.8,8.7,12.2,85,10.1,11.3,52,21.6,100
2024-02-29T18:00,10.6,0.3,1004.6,1010.3,8.4,12.1,94,9.6,9.2,65,13,100
2024-03-01T00:00,11,3.4,1001.8,1007.5,6.4,10.8,95,10.2,10.2,38,11.9,100
2024-03-01T06:00,11.4,6.5,998.2,1003.8,21.2,10.9,96,10.8,8.6,69,35.3,100
2024-03-01T12:00,15.4,0.1,998.5,1004.1,12.3,13.9,71,10.1,13.6,93,31.7,88
2024-03-01T18:00,11.6,1.7,998.9,1004.5,5.8,12.6,83,8.9,10.4,173,15.8,100
2024-03-02T00:00,10.5,0,1000.9,1006.6,5.1,10.9,85,8,9.2,129,9,100
2024-03-02T06:00,8.9,10.9,1001.4,1007.1,4.3,9.9,97,8.4,7.8,132,14.4,96
2024-03-02T12:00,13.6,1,1003.9,1009.5,3.8,12.6,77,9.6,12.9,319,12.6,39
2024-03-02T18:00,12.6,0.4,1003.8,1009.5,9,13.1,65,6.3,10.4,247,15.8,14
2024-03-03T00:00,6.5,0,1005.1,1010.9,8.2,9.1,93,5.5,4.2,195,13.7,57
2024-03-03T06:00,8.6,0,1003.8,1009.5,7.7,8.8,85,6.2,6.5,169,12.2,100
2024-03-03T12:00,16.8,0,1001.9,1007.5,17.8,13.6,50,6.2,13.3,148,36,73
2024-03-03T18:00,11.9,0,999,1004.6,17.7,12.9,85,9.4,9.1,114,39.6,100
2024-03-04T00:00,10.6,2.6,997.8,1003.5,7.4,10.7,91,9.1,9.3,137,12.2,100
2024-03-04T06:00,8.6,0,998.8,1004.5,3.5,9.1,75,4.4,6.8,246,7.9,100
2024-03-04T12:00,11.4,0.4,1000.7,1006.4,13,10.8,75,7.1,8.7,298,25.6,100
2024-03-04T18:00,11.1,1.1,1001.8,1007.5,14.6,11,90,9.5,8.8,57,25.2,100
2024-03-05T00:00,9,0.2,1005.2,1010.9,12,9.2,96,8.4,6.8,291,20.9,62
2024-03-05T06:00,7.6,0,1005.3,1011.1,8.4,8.4,91,6.3,5.4,230,17.6,3
2024-03-05T12:00,16.5,0,1006.6,1012.2,4.4,13.9,60,8.6,15.5,305,18,1
2024-03-05T18:00,12.9,4.9,1006.4,1012.1,6.5,13.5,84,10.4,12.1,183,13.3,100
2024-03-06T00:00,7.5,0,1007.2,1013,6.9,9.5,93,6.4,5.6,189,13,16
2024-03-06T06:00,7.1,0,1007.2,1013,3.8,7.3,73,2.6,4.9,73,10.4,3
2024-03-06T12:00,14.4,0,1009,1014.6,2.6,12.8,48,3.5,12.5,214,20.2,23
2024-03-06T18:00,9.4,0,1009.2,1014.9,9,11.8,70,4.3,6.8,151,19.8,100
2024-03-07T00:00,6.7,0,1011.4,1017.2,11.5,8.6,87,4.7,3.7,284,20.2,100
2024-03-07T06:00,5.6,0.7,1011.7,1017.5,8.6,7.4,90,4,2.9,292,18,100
2024-03-07T12:00,12.9,0.1,1012.3,1018,0.5,12.2,59,5,11.6,45,12.2,23
2024-03-07T18:00,9.5,0,1010.8,1016.6,6.5,12.2,82,6.6,7.7,90,22,9
2024-03-08T00:00,5.6,0,1011.3,1017.1,7.9,8.2,92,4.3,3,137,14.4,8
2024-03-08T06:00,3.2,0,1010,1015.9,4.3,6.6,94,2.3,0.8,185,7.6,37
2024-03-08T12:00,13.9,0.1,1009.9,1015.6,9.1,12.2,56,5.2,11.4,97,22.7,35
2024-03-08T18:00,10.6,0.4,1008,1013.7,11.1,11.8,80,7.2,8.3,103,22.3,58
2024-03-09T00:00,8.8,1.3,1006.9,1012.6,5.1,9.4,92,7.7,7.5,176,10.8,100
2024-03-09T06:00,8.4,2.4,1004.8,1010.5,8.2,9,92,7.3,6.6,113,13,100
2024-03-09T12:00,14.8,0,1004.9,1010.5,1.8,13.8,68,8.9,14.2,360,14.8,97
2024-03-09T18:00,10.1,0.6,1004.5,1010.2,5.8,11.8,86,7.9,8.7,90,18,95
2024-03-10T00:00,8.4,0,1003.1,1008.8,9.7,9.6,96,7.8,6.4,153,16.6,100
2024-03-10T06:00,10.8,0,999,1004.7,16.6,10.5,78,7.1,7.6,120,29.9,100
2024-03-10T12:00,14.6,2.4,994.7,1000.3,21.7,11.7,72,9.6,11.3,119,42.5,100
2024-03-10T18:00,10.4,6.7,996.3,1002,8.4,11.2,79,7,8.4,170,14,100
2024-03-11T00:00,7.1,0,999,1004.7,10.9,8.6,91,5.8,4.5,224,19.8,100
2024-03-11T06:00,6.3,0,998.6,1004.4,2.9,7.5,95,5.6,4.8,300,8.3,100
2024-03-11T12:00,13.9,0,999.9,1005.5,7.6,12.4,67,7.8,12.3,335,22.7,100
2024-03-11T18:00,11.5,0.1,999.7,1005.4,9.8,13.2,81,8.4,9.6,107,16.9,100
2024-03-12T00:00,8.1,1.7,1003.1,1008.8,8.3,9.1,90,6.6,6.1,236,15.1,24
2024-03-12T06:00,6.1,0,1004.8,1010.6,8.1,7.4,90,4.6,3.6,238,14,75
2024-03-12T12:00,15.9,0,1007.6,1013.2,11.7,13.4,54,6.5,13.3,313,26.3,24
2024-03-12T18:00,11.7,0,1007.5,1013.2,7.4,13.6,73,7,9.8,67,9.4,4
2024-03-13T00:00,6,0,1010.3,1016.1,7.2,8.9,93,5,3.7,217,13.3,5
2024-03-13T06:00,5.2,0,1010.1,1015.9,1.1,7.9,91,3.8,3.6,180,10.1,99
2024-03-13T12:00,14.8,0,1012,1017.7,2.5,12.7,62,7.7,13.8,352,11.2,100
2024-03-13T18:00,11.9,0,1010.9,1016.6,6.2,13.8,86,9.6,10.9,80,13.3,1
2024-03-14T00:00,4.8,0,1012.4,1018.3,4.8,8.9,98,4.6,2.8,207,10.4,11
2024-03-14T06:00,3.5,0,1012.3,1018.2,2.4,7.7,99,3.3,1.6,207,6.5,1
2024-03-14T12:00,16.1,0,1013.1,1018.7,7.3,13.9,66,9.9,15,57,19.8,100
2024-03-14T18:00,11.4,0,1011.5,1017.2,5.4,13.6,90,9.9,10.5,90,13.3,15
2024-03-15T00:00,8.3,0,1011.7,1017.5,8.9,9.4,75,4.2,5.6,223,15.5,23
2024-03-15T06:00,6.7,0,1011.9,1017.7,9,8.1,83,4,4,233,14.8,7
2024-03-15T12:00,16.8,0,1012.4,1018,11.5,13.9,57,8.3,14.7,274,24.8,100
2024-03-15T18:00,14.9,0,1011.8,1017.5,1.6,14,61,7.4,14.1,63,5.4,100
2024-03-16T00:00,11.2,0,1012.7,1018.4,9,10.8,81,8.1,9.4,233,15.5,100
2024-03-16T06:00,11.2,0.1,1012.5,1018.2,2.9,10.4,82,8.4,10.4,210,5.8,33
2024-03-16T12:00,16.8,0,1013.8,1019.4,5.9,15.2,64,9.9,15.9,349,17.6,9
2024-03-16T18:00,13.6,0.2,1013.7,1019.4,7.7,15.1,78,9.9,12.5,118,18,6
2024-03-17T00:00,8.8,0,1016,1021.8,5.6,10.9,94,7.8,7.4,225,11.2,5
2024-03-17T06:00,7.2,0,1016.3,1022.1,3.2,10.2,98,6.9,6,207,6.8,100
2024-03-17T12:00,18.6,0,1016.6,1022.2,6.1,16.4,65,11.9,18.3,50,17.6,100
2024-03-17T18:00,14.6,0,1014.2,1019.9,4.8,15.6,81,11.4,14.4,117,13.7,100
2024-03-18T00:00,9.4,0,1012.9,1018.7,6.2,11.5,90,7.8,7.9,216,10.4,100
2024-03-18T06:00,8.3,0,1011,1016.8,8.8,10.6,92,7,6.3,215,14.8,100
2024-03-18T12:00,16.2,0.3,1009.4,1015,1.5,14.4,70,10.7,16.3,166,9.7,100
2024-03-18T18:00,11.9,1.5,1007.4,1013.1,7.2,13.1,94,10.9,11.1,53,14.8,100
2024-03-19T00:00,11.2,3.9,1009.7,1015.4,7.3,11.7,98,10.9,10.4,303,12.6,100
2024-03-19T06:00,9.8,0,1010.8,1016.5,4.5,10.2,100,9.8,9.1,284,10.4,100
2024-03-19T12:00,15.4,0.5,1012.8,1018.4,6,14.6,71,10.2,14.7,57,16.6,91
2024-03-19T18:00,12.2,0.1,1013.4,1019.1,7.6,14.2,86,9.9,11.1,115,21.6,2
2024-03-20T00:00,8,0,1015.7,1021.5,6.5,10.3,87,6.1,6.1,177,12.6,26
2024-03-20T06:00,5.8,0,1015.8,1021.7,3.6,9.1,94,4.8,4,217,7.2,0
2024-03-20T12:00,16.5,0,1017,1022.7,13,14.9,55,7.3,13.9,92,28.4,0
2024-03-20T18:00,11.8,0,1016.9,1022.6,6.6,14.4,83,9,10.5,81,17.3,94
2024-03-21T00:00,6.5,0,1017.5,1023.4,5.1,9.7,97,6.1,4.8,231,9.4,88
2024-03-21T06:00,6.8,0,1017,1022.8,5.5,9.2,96,6.1,5,212,11.5,34
2024-03-21T12:00,18,0,1016,1021.6,6.6,15.8,65,11.3,17.5,45,19.4,0
2024-03-21T18:00,14.4,0,1013.6,1019.3,9.4,15.6,74,9.8,13,90,19.8,95
2024-03-22T00:00,11.3,3.2,1015.1,1020.8,4.7,11.9,95,10.6,10.8,351,5.4,95
2024-03-22T06:00,10.3,0,1015.6,1021.4,10.9,11.3,100,10.2,8.8,287,19.1,100
2024-03-22T12:00,17,0,1015.6,1021.2,5.1,16.1,68,10.9,16.5,352,16.9,100
2024-03-22T18:00,14.7,0,1012.1,1017.8,5.8,16.4,76,10.4,14,112,8.3,88
2024-03-23T00:00,9.1,0,1010.8,1016.6,7.7,11.6,94,8.1,7.4,208,14,55
2024-03-23T06:00,9.6,0,1008.1,1013.8,9.2,10.6,80,6.2,7.3,225,12.2,100
2024-03-23T12:00,20.5,0,1005.2,1010.7,18.9,16.9,47,8.7,17.4,235,37.1,40
2024-03-23T18:00,17.1,0,1001.5,1007.1,14.2,16.6,54,7.8,14.5,263,47.5,41
2024-03-24T00:00,14.6,0,1002.3,1007.9,18.7,13.8,61,7.1,11.1,254,31,53
2024-03-24T06:00,11.4,0,1001.6,1007.3,9.4,13.1,74,6.9,9.3,274,32,0
2024-03-24T12:00,15.2,0,1002.2,1007.8,12.8,15.8,54,6,12.3,328,32.8,16
2024-03-24T18:00,12.9,0.2,1001.3,1006.9,4,15.3,71,7.8,11.7,350,15.1,42
2024-03-25T00:00,5.7,0,1002.6,1008.4,4.4,9.9,94,4.8,3.8,235,8.6,0
2024-03-25T06:00,2.1,0,1003.1,1009,5.3,8.2,100,2.1,-0.5,208,10.4,3
2024-03-25T12:00,16.5,0,1003.6,1009.2,9.2,15,39,2.5,13.4,101,22.7,17
2024-03-25T18:00,12.2,0,1000.9,1006.5,16.8,14.1,67,6.2,8.9,105,33.1,94
2024-03-26T00:00,5.8,0,1000.2,1006,9.2,9.9,89,4.2,3.1,135,13.3,13
2024-03-26T06:00,9.4,0,997.2,1002.9,11.5,9.4,73,4.8,6.4,104,19.4,100
2024-03-26T12:00,11.6,4.3,995.1,1000.7,9.9,11.8,91,10.1,10.2,57,16.6,100
2024-03-26T18:00,10.4,4.5,992.5,998.1,10.9,11.1,95,9.6,8.7,278,19.1,100
2024-03-27T00:00,9.5,0.5,992.3,997.9,4.3,10.1,94,8.6,8.5,246,11.2,100
2024-03-27T06:00,9.6,0,989.9,995.5,12,9.6,95,8.9,7.6,123,20.2,100
2024-03-27T12:00,14.2,3.8,987.3,992.8,11.8,12.3,90,12.7,13.4,142,27.4,100
2024-03-27T18:00,11.1,6.3,988.7,994.3,9.7,10.8,65,4.8,8.4,268,28.1,52
2024-03-28T00:00,6.3,0,992.9,998.6,9.5,8.1,83,3.7,3.5,115,22.3,18
2024-03-28T06:00,8.4,0,994,999.7,10.5,8.7,76,4.4,5.5,153,22.3,100
2024-03-28T12:00,17.7,2.1,994.1,999.6,18,13.4,66,11.4,15.5,178,43.6,100
2024-03-28T18:00,16.7,0.7,998,1003.5,15.3,14.6,61,9.2,14.3,236,45.4,44
2024-03-29T00:00,10.4,0,1003.3,1009,6.7,10.6,83,7.7,8.8,216,14,13
2024-03-29T06:00,12.2,0,1006.3,1012,9.8,10.3,86,10,10.8,172,17.6,100
2024-03-29T12:00,21.8,0,1006.6,1012.1,13.8,15.9,49,10.7,20,189,29.9,99
2024-03-29T18:00,16.8,0,1004.5,1010.1,8.1,16,86,14.4,17,148,13.3,89
2024-03-30T00:00,16,0,1004.6,1010.2,1.5,12,44,3.8,14.3,45,15.1,93
2024-03-30T06:00,10.1,0,1002.4,1008.1,7.1,11.1,73,5.4,8,131,10.1,78
2024-03-30T12:00,23.4,0,1001.4,1006.8,13.9,17.9,37,7.8,20.8,163,30.2,99
2024-03-30T18:00,17.6,0.8,998.7,1004.2,7.4,17,77,13.6,17.7,104,15.8,100
2024-03-31T00:00,12.9,0,1000.8,1006.4,8.3,13.3,76,8.9,11.4,178,15.1,100
2024-03-31T06:00,11,0,1000.7,1006.4,6.9,12.5,90,9.4,9.9,219,12.6,99
2024-03-31T12:00,21.5,1,1000.6,1006.1,7.9,18,58,12.9,21.3,270,25.6,95
2024-03-31T18:00,15.4,2.1,1001.3,1006.9,7.7,17.1,79,11.9,14.9,319,17.3,100
2024-04-01T00:00,14.5,0,1000.8,1006.4,15,13.9,74,10,12.3,134,26.6,69
2024-04-01T06:00,14.2,0,998.2,1003.8,11,14,67,8.1,12.1,113,23,92
2024-04-01T12:00,19.4,0.6,998.7,1004.2,15.5,18,62,11.9,17.7,271,31.7,69
2024-04-01T18:00,13.5,3,999.5,1005.1,9.2,13.9,69,8,11.6,334,38.5,100
2024-04-02T00:00,13.3,0.1,1002.3,1007.9,32.7,13.1,60,5.8,7.5,236,60.5,63
2024-04-02T06:00,10.8,0,1006,1011.7,8.5,12.1,71,5.7,8.5,258,13,18
2024-04-02T12:00,18.5,0,1008.4,1014,21.5,16.9,44,6.1,14.3,247,45.4,22
2024-04-02T18:00,15.2,0.3,1009.3,1014.9,13.5,16.6,52,5.4,12.1,241,31,1
2024-04-03T00:00,12.1,0,1011,1016.7,19.4,13.2,62,4.9,8,230,34.2,99
2024-04-03T06:00,12.6,0,1009.9,1015.6,6,13.3,50,2.5,10.1,287,26.3,100
2024-04-03T12:00,16.2,0,1010.8,1016.4,6,15.4,52,6.3,14.4,155,14.4,100
2024-04-03T18:00,15.9,0,1009.9,1015.5,6.8,16,58,7.6,14.2,252,12.2,50
2024-04-04T00:00,11,0,1012.3,1018,7.4,12.5,73,6.3,9,247,14.8,2
2024-04-04T06:00,9.6,0,1013.1,1018.9,9.7,11.9,89,7.8,7.7,243,15.1,1
2024-04-04T12:00,20.9,0,1014.1,1019.6,12.8,18,47,9.2,18.8,254,28.4,82
2024-04-04T18:00,17.3,0,1013.3,1018.9,4.5,18,68,11.4,17.1,151,6.5,60
2024-04-05T00:00,14.3,0,1015.6,1021.3,17.9,14.1,58,6.1,10.7,245,33.1,36
2024-04-05T06:00,9.8,0,1016.5,1022.3,8.8,11.9,81,6.7,7.7,235,12.2,95
2024-04-05T12:00,20.9,0,1018.1,1023.7,3.3,18.6,55,11.4,20.8,13,14.4,100
2024-04-05T18:00,16.5,0,1016.8,1022.5,8.4,18.1,74,11.7,15.8,97,22,90
2024-04-06T00:00,13.2,0,1017.9,1023.6,10,13.8,81,9.9,11.7,232,18.7,94
2024-04-06T06:00,10.3,0,1018.4,1024.2,8.4,12.2,87,8.2,8.6,230,14.4,99
2024-04-06T12:00,21.8,0,1018.1,1023.7,4.5,19.3,51,11.1,21.4,29,15.5,100
2024-04-06T18:00,17.2,0,1016.7,1022.3,7.5,18.7,73,12.4,16.9,125,19.1,0
2024-04-07T00:00,10.8,0,1017.6,1023.4,9.2,13.6,95,9.9,9.4,239,16.2,0
2024-04-07T06:00,8.9,0,1016.1,1021.9,5.4,11.9,91,7.5,7.4,233,12.6,0
