time,temperature_2m (Â°C),relative_humidity_2m (%),precipitation (mm),surface_pressure (hPa),soil_temperature_0_to_7cm (Â°C),wind_speed_10m (km/h),wind_direction_10m (Â°),wind_gusts_10m (km/h),dew_point_2m (Â°C),apparent_temperature (Â°C),cloud_cover (%),pressure_msl (hPa)
2015-12-25T06:00,6.4,97,0,1028.2,6.7,5.8,263,7.2,5.9,4.5,24,1034.1
2015-12-25T12:00,12.7,79,0,1030.4,11.4,0.8,117,9.7,9.1,12.4,18,1036.2
2015-12-25T18:00,8.9,98,0,1029.9,9.1,5.1,45,9.4,8.7,7.9,48,1035.8
2015-12-26T00:00,6.1,100,0,1030.8,7.4,1.1,360,5,6.1,5,100,1036.7
2015-12-26T06:00,5.9,99,0,1029.8,7.1,6.2,260,11.9,5.8,4,100,1035.7
2015-12-26T12:00,10.2,85,0,1029.1,10.2,3.8,319,15.5,7.8,9.1,96,1034.9
2015-12-26T18:00,8.6,95,0,1027.6,7.8,5,360,8.3,7.8,7.3,96,1033.5
2015-12-27T00:00,4.1,98,0,1027.5,5.8,1.1,108,3.6,3.7,2.5,49,1033.5
2015-12-27T06:00,2.9,95,0,1027.6,4.7,3.1,225,3.6,2.2,0.7,74,1033.6
2015-12-27T12:00,10,69,0,1028.6,9.3,0.4,360,9,4.6,8.7,17,1034.4
2015-12-27T18:00,7.4,88,0,1028.2,6.6,3.3,96,4,5.5,5.9,14,1034.1
2015-12-28T00:00,2.6,91,0,1028.6,3.8,2.6,286,5.8,1.3,0.3,11,1034.6
2015-12-28T06:00,0.6,89,0,1027.7,2.7,5.2,245,6.8,-1,-2.4,71,1033.7
2015-12-28T12:00,9.7,63,0,1027.5,8.3,3.9,304,14,3.1,7.6,0,1033.3
2015-12-28T18:00,8,79,0,1024.9,5.9,3.1,111,5,4.6,6.2,1,1030.8
2015-12-29T00:00,0.3,91,0,1024.6,2.7,4.3,222,6.8,-0.9,-2.5,0,1030.6
2015-12-29T06:00,2.2,87,0,1023.6,3,6,253,10.4,0.3,-0.7,23,1029.6
2015-12-29T12:00,9.6,77,0,1022.5,8,5.5,293,15.8,5.7,7.7,11,1028.3
2015-12-29T18:00,6.5,92,0,1021.7,6.3,7.8,304,9.7,5.3,4.3,13,1027.6
2015-12-30T00:00,3.4,97,0,1022.3,4.5,7.5,253,9.4,3,0.7,44,1028.2
2015-12-30T06:00,1.9,97,0,1022,3.5,10.1,268,16.9,1.4,-1.5,97,1028
2015-12-30T12:00,7.2,91,0,1023.5,6.9,6.9,332,17.6,5.9,5.2,67,1029.4
2015-12-30T18:00,5.7,82,0,1023.6,6,6.8,3,12.6,2.8,3,39,1029.5
2015-12-31T00:00,4.3,93,0,1023.7,4.8,3.7,29,10.8,3.2,2.2,100,1029.6
2015-12-31T06:00,3.5,93,0,1023,4.4,7.7,319,12.2,2.5,0.7,97,1029
2015-12-31T12:00,5.7,85,0,1022.6,6.5,5.9,313,17.6,3.3,3.3,78,1028.5
2015-12-31T18:00,4.7,88,0,1021.7,5.6,4.3,312,6.8,2.9,2.4,100,1027.6
2016-01-01T00:00,3.4,94,0,1021.3,4.4,4.9,287,10.8,2.6,1,81,1027.2
2016-01-01T06:00,1.6,98,0,1020.9,3.3,7.2,270,9.7,1.2,-1.4,63,1026.9
2016-01-01T12:00,7.2,77,0,1021.1,7.4,2.5,352,11.5,3.5,5.3,29,1027
2016-01-01T18:00,5,90,0,1019.5,5.5,6.3,77,9.7,3.4,2.5,26,1025.4
2016-01-02T00:00,-0.5,95,0,1018.5,2,6,237,5.4,-1.2,-3.6,75,1024.5
2016-01-02T06:00,2,94,0,1015.7,2.9,4.5,256,9.4,1.2,-0.5,88,1021.6
2016-01-02T12:00,5.3,94,2.4,1013.3,5,3.6,6,9,4.5,3.5,100,1019.2
2016-01-02T18:00,5.4,97,3.5,1008.5,5.5,2.2,90,8.6,5,3.9,100,1014.3
2016-01-03T00:00,4.8,98,0.9,1003.9,5.3,12.7,277,32.8,4.5,1.6,100,1009.7
2016-01-03T06:00,2.5,93,1.4,1002.1,4.2,24.6,281,45,1.5,-3,100,1008
2016-01-03T12:00,3.8,93,1.1,1003.8,4.7,18.3,306,35.3,2.8,-0.5,100,1009.6
2016-01-03T18:00,3.4,90,0,1003.8,4.5,7.4,309,16.6,1.8,0.5,99,1009.6
2016-01-04T00:00,-0.1,95,0,1000.3,2,4.9,216,5.8,-0.7,-3,100,1006.2
2016-01-04T06:00,3.5,93,1.7,993.7,3.5,8.8,145,20.9,2.5,0.6,100,999.5
2016-01-04T12:00,6,92,1.4,992.6,5.5,15.1,295,25.9,4.8,2.5,100,998.3
2016-01-04T18:00,4,96,0.3,992.7,4.8,8.9,328,20.2,3.3,1.1,90,998.5
2016-01-05T00:00,3.4,98,0,994.1,4.2,2.6,254,7.2,3.1,1.5,95,999.9
2016-01-05T06:00,4.8,97,0.1,993.4,4.7,5.4,94,12.2,4.4,2.7,97,999.2
2016-01-05T12:00,10.2,86,1.2,994.4,7.9,1.5,225,14,7.9,9.4,96,1000
2016-01-05T18:00,6.9,97,0,995.4,7,7.7,307,16.6,6.5,4.9,99,1001.1
2016-01-06T00:00,5.4,99,0,995.9,5.9,7.2,307,9.4,5.2,3.2,96,1001.7
2016-01-06T06:00,5.7,99,0.5,995.3,6.1,3.3,6,7.2,5.5,4.1,100,1001
2016-01-06T12:00,5.5,99,6.8,994.5,6.4,12.9,283,18,5.3,2.5,100,1000.2
2016-01-06T18:00,5.1,93,2.8,994.3,5.7,12.2,284,23,4.1,2,53,1000.1
2016-01-07T00:00,1,94,0,996,3.3,7.2,264,12.6,0.2,-2.1,0,1001.8
2016-01-07T06:00,-0.5,98,0,998.3,2.5,7.4,231,14.4,-0.8,-3.8,6,1004.2
2016-01-07T12:00,8.8,75,0,998.3,6.7,6.1,208,18,4.6,6.7,56,1004
2016-01-07T18:00,8.8,77,0,997.2,7.2,6,163,11.2,5.1,6.8,85,1002.9
2016-01-08T00:00,6.7,92,0.3,999.8,6.2,7.4,256,7.2,5.5,4.5,100,1005.6
2016-01-08T06:00,6.6,93,0,1001,5.8,3.6,45,5.4,5.6,5,99,1006.8
2016-01-08T12:00,9.7,90,0,1003.3,8.1,3.6,6,11.5,8.1,8.7,100,1009
2016-01-08T18:00,8.9,98,0.2,1003.4,8,3.9,338,6.8,8.6,8,93,1009.1
2016-01-09T00:00,8.4,97,0,1004.3,7.3,4.4,325,5,7.9,7.2,77,1010
2016-01-09T06:00,7.1,99,0,1002.6,6.7,2.5,352,12.2,6.9,5.9,59,1008.4
2016-01-09T12:00,13.4,84,0,1002,10.5,2.6,56,10.8,10.7,13.2,94,1007.6
2016-01-09T18:00,12.9,83,0,999.7,10,4.3,42,11.5,10.1,12.3,100,1005.3
2016-01-10T00:00,12.2,85,0,998.2,10.1,5.8,270,16.2,9.7,11.3,97,1003.8
2016-01-10T06:00,9.1,97,0.9,997.8,8.4,5.4,356,12.6,8.7,8,94,1003.5
2016-01-10T12:00,14,78,0,999.5,11.5,3.1,135,13.7,10.2,13.7,90,1005.1
2016-01-10T18:00,13.9,69,0,998.2,11.5,10.4,182,29.9,8.2,12,36,1003.8
2016-01-11T00:00,12.6,77,0,998.8,10.6,10.5,176,18,8.6,10.7,38,1004.4
2016-01-11T06:00,13.2,76,0,995.5,10.9,10.6,170,28.1,9,11.4,96,1001.1
2016-01-11T12:00,15.4,68,0,992.5,12.8,25.6,191,53.6,9.6,11.6,93,998
2016-01-11T18:00,15,67,0,989.5,12.8,29.3,223,58.3,8.8,10.4,81,995
2016-01-12T00:00,11.7,64,0,992,11,30,231,62.6,5.1,6.1,13,997.6
2016-01-12T06:00,10.1,64,0,993.7,10,26.4,235,54.4,3.7,4.8,4,999.3
2016-01-12T12:00,13.2,57,0,996.4,12.1,23.9,239,48.2,4.8,8.5,17,1002
2016-01-12T18:00,10.6,60,0,998.9,10.6,22.5,230,37.1,3,5.7,1,1004.6
2016-01-13T00:00,9.7,71,0,1000.9,9.5,17.8,225,34.6,4.6,5.8,72,1006.6
2016-01-13T06:00,7.2,83,0,1002.7,7.9,15.8,240,16.2,4.5,3.6,3,1008.5
2016-01-13T12:00,11.8,46,0,1007.2,10.8,22.1,277,38.2,0.5,6.5,0,1012.9
2016-01-13T18:00,8,41,0,1010.3,8.6,16.6,272,23.8,-4.5,2.9,0,1016.1
2016-01-14T00:00,2.5,80,0,1011.7,4.6,8.5,216,12.6,-0.6,-0.9,59,1017.6
2016-01-14T06:00,3.4,78,0,1010.8,4.3,13.6,217,18,-0.1,-0.7,50,1016.7
2016-01-14T12:00,7.8,71,0.4,1010.1,7.2,12.4,210,27,3,4.4,100,1015.9
2016-01-14T18:00,7,92,3.4,1005.4,6.9,8.8,99,19.4,5.8,4.7,99,1011.2
2016-01-15T00:00,6.2,97,6.1,1002.1,6.8,14,293,22.3,5.7,3.1,100,1007.9
2016-01-15T06:00,4.2,96,0.4,1002.1,5.9,11.2,285,24.5,3.7,1.1,74,1007.9
2016-01-15T12:00,8.1,63,0,1003.7,7.9,17.1,295,28.4,1.4,3.8,1,1009.4
2016-01-15T18:00,4.9,62,0,1003.4,6.2,6.2,291,13,-1.8,1.6,3,1009.2
2016-01-16T00:00,0,61,0,1004.6,1.9,8.3,304,10.8,-6.7,-4.2,15,1010.5
2016-01-16T06:00,-0.5,72,0.1,1005,1.4,10.3,306,16.9,-4.9,-4.8,94,1010.9
2016-01-16T12:00,5.7,81,0.3,1007.4,5.2,15,350,36,2.7,1.8,70,1013.2
2016-01-16T18:00,4.4,63,0,1008.4,4.6,8.6,2,25.6,-2,0.8,37,1014.2
2016-01-17T00:00,1.6,73,0,1010,1.6,4.7,23,12.2,-2.8,-1.6,25,1015.9
2016-01-17T06:00,-2.5,86,0,1009.6,0.8,6.5,264,19.1,-4.5,-6.2,29,1015.6
2016-01-17T12:00,4.5,47,0,1010.1,1.6,12,309,32,-5.8,-0.1,70,1016
2016-01-17T18:00,2.7,45,0,1009.6,2.9,7.8,257,15.8,-7.9,-1.5,68,1015.5
2016-01-18T00:00,-1.9,67,0,1012,0.9,7.6,335,13.7,-7.1,-6,64,1018
2016-01-18T06:00,-2.9,66,0,1013.8,0.6,8.3,265,14,-8.4,-7.2,43,1019.8
2016-01-18T12:00,3.9,51,0,1015,1.1,2.9,263,13.7,-5.4,0.6,22,1020.9
2016-01-18T18:00,0.8,68,0,1012.9,1.3,8.4,110,11.9,-4.3,-3.1,97,1018.9
2016-01-19T00:00,-2.6,81,0,1012.7,0.6,6.4,196,9.4,-5.5,-6.4,91,1018.7
2016-01-19T06:00,-3.3,80,0,1010.8,0.2,5.2,196,8.6,-6.3,-6.9,87,1016.8
2016-01-19T12:00,4.3,62,0,1011.5,0.7,1.6,27,10.4,-2.4,1.6,0,1017.4
2016-01-19T18:00,2.7,68,0,1011.2,0.9,3.9,146,6.1,-2.7,-0.3,0,1017.1
2016-01-20T00:00,-3.2,92,0,1012.4,0.4,5.9,281,8.6,-4.3,-6.7,1,1018.4
2016-01-20T06:00,-4,89,0,1011.6,0.1,4.9,253,8.6,-5.5,-7.5,4,1017.6
2016-01-20T12:00,5.5,55,0,1013,0.5,3.8,319,13,-2.8,2.4,2,1018.9
2016-01-20T18:00,3.3,76,0,1011.9,1,5.4,110,5,-0.5,0.3,25,1017.8
2016-01-21T00:00,0.9,87,0,1013,1,4,275,3.6,-1,-2,79,1018.9
2016-01-21T06:00,0.4,91,0,1013.6,1,6,303,6.5,-0.9,-2.7,53,1019.6
2016-01-21T12:00,5.4,77,0,1017.1,3.1,4.5,346,13,1.7,2.9,38,1023
2016-01-21T18:00,3.4,91,0,1019.1,3.4,7.2,27,10.1,2,0.6,23,1025
2016-01-22T00:00,0.4,97,0,1022.1,1.3,7.2,288,13.7,-0.1,-2.8,22,1028.1
2016-01-22T06:00,1.2,96,0,1023.4,1.4,8.6,270,16.9,0.7,-2.1,42,1029.4
2016-01-22T12:00,4.9,87,0,1025.6,4.6,7,282,17.3,2.9,2.2,35,1031.5
2016-01-22T18:00,4.3,92,0,1025.9,4.4,4.3,336,8.3,3.1,2.1,33,1031.9
2016-01-23T00:00,1.4,99,0,1027.7,2.3,7.4,247,13.3,1.2,-1.6,53,1033.7
2016-01-23T06:00,0.1,97,0,1026.5,1.7,6.9,242,11.9,-0.2,-3,99,1032.5
2016-01-23T12:00,7.2,71,0,1026.9,6.2,5.2,304,14,2.2,4.7,12,1032.8
2016-01-23T18:00,5,87,0.1,1026.7,4.6,7.5,35,8.3,3,2.3,1,1032.6
2016-01-24T00:00,-1.9,94,0,1028.9,1.1,7.7,259,11.2,-2.7,-5.5,0,1035
2016-01-24T06:00,-2.1,93,0,1029.3,0.8,6.1,220,8.3,-3.1,-5.6,8,1035.4
2016-01-24T12:00,10,59,0,1029.3,4.2,2.4,153,11.5,2.4,8,98,1035.1
2016-01-24T18:00,6.2,85,0,1027.5,5,5.9,133,9,3.9,3.9,92,1033.4
2016-01-25T00:00,0,82,0,1028,1.2,7.7,233,11.2,-2.7,-3.6,0,1034.1
2016-01-25T06:00,-0.4,85,0,1026.5,0.9,6.9,242,10.1,-2.6,-3.9,4,1032.6
2016-01-25T12:00,9.7,73,0,1026.3,4.7,3.2,207,9,5.1,8.1,5,1032.1
2016-01-25T18:00,6,89,0,1024.7,5.3,3.2,207,8.6,4.3,4.2,0,1030.6
2016-01-26T00:00,3.9,93,0,1025.1,3.6,8.9,227,13,2.9,1,0,1031.1
2016-01-26T06:00,3.2,95,0,1024.1,3.2,8.3,214,13,2.5,0.3,0,1030.1
2016-01-26T12:00,12.1,76,0,1024.5,8.9,0.8,207,13,7.9,11.5,71,1030.3
2016-01-26T18:00,8.9,93,0,1023.1,7.8,3.9,124,9,7.8,7.8,95,1028.9
2016-01-27T00:00,7.3,95,0,1023.7,6,8.2,221,12.2,6.5,5.2,38,1029.6
2016-01-27T06:00,6.8,96,0,1023,5.8,8.2,255,9.7,6.2,4.7,67,1028.9
2016-01-27T12:00,12.6,84,0,1024.3,10,2,45,9.4,9.9,12.3,30,1030.1
2016-01-27T18:00,10.3,92,0,1022.5,9.1,6.1,90,12.2,9.1,9.2,41,1028.3
2016-01-28T00:00,7.4,95,0,1023,6.7,6.2,201,8.6,6.6,5.6,64,1028.9
2016-01-28T06:00,7.6,94,0,1021.8,6.8,7.7,221,11.5,6.7,5.6,39,1027.7
2016-01-28T12:00,13.7,73,0,1023,10.9,6.3,257,16.9,8.9,12.6,21,1028.7
2016-01-28T18:00,11.8,77,0,1021.9,10,5.6,165,10.4,8,10.5,12,1027.7
2016-01-29T00:00,8.6,91,0,1023.4,7.7,8.1,238,12.6,7.2,6.7,41,1029.2
2016-01-29T06:00,7.7,92,0,1023.4,7.2,6.4,232,10.4,6.5,5.9,94,1029.3
2016-01-29T12:00,14,70,0,1025.3,11.2,8.4,227,17.3,8.7,12.5,97,1031
2016-01-29T18:00,11.4,79,0,1024.8,9.6,4.7,94,10.8,7.8,10.2,85,1030.6
2016-01-30T00:00,6.6,96,0,1025.9,6.9,4.3,228,8.6,5.9,4.9,98,1031.8
2016-01-30T06:00,7.5,94,0,1023.9,7,5.7,235,9.4,6.6,5.8,99,1029.8
2016-01-30T12:00,13.2,71,0,1022.7,10.5,8,207,19.8,8.2,11.6,100,1028.4
2016-01-30T18:00,12.2,73,0,1018.1,10.4,11.5,221,22.7,7.4,9.9,13,1023.8
2016-01-31T00:00,11.5,71,0,1014,9.6,15.6,218,27,6.3,8.3,100,1019.7
2016-01-31T06:00,11.3,72,0,1009.7,9.7,24.9,233,36.7,6.3,6.7,92,1015.4
2016-01-31T12:00,14.4,62,0,1010.5,12.3,18,250,36,7.1,11,80,1016.2
2016-01-31T18:00,12.5,72,0,1009.1,11.4,14.3,229,21.2,7.5,9.8,13,1014.8
2016-02-01T00:00,10.2,85,0,1011.5,8.7,9,265,5.8,7.9,8.4,22,1017.2
2016-02-01T06:00,7.8,94,0,1012.8,7.4,3.7,191,10.8,6.9,6.5,92,1018.6
2016-02-01T12:00,16.5,68,0,1017.7,13.3,7,12,12.2,10.6,15.7,88,1023.4
2016-02-01T18:00,12.4,88,0,1019.3,11.6,6.9,84,13,10.5,11.6,1,1025
2016-02-02T00:00,5.2,98,0,1021.1,6.4,2.9,263,6.1,4.9,3.5,9,1027
2016-02-02T06:00,5.4,98,0,1020.5,6.2,4.5,256,9.4,5,3.5,100,1026.4
2016-02-02T12:00,12.6,80,0,1021.5,11.2,3.5,24,10.8,9.3,12,98,1027.3
2016-02-02T18:00,11.8,90,0,1018.2,10.8,7.4,76,11.5,10.2,10.8,100,1023.9
2016-02-03T00:00,9.8,91,0,1016.4,9,1.4,180,6.8,8.4,9.2,100,1022.2
2016-02-03T06:00,9.2,91,0,1013.1,8.3,0.4,360,6.8,7.8,8.6,99,1018.9
2016-02-03T12:00,13.7,72,0,1010.4,11.5,5.2,115,11.9,8.7,12.6,100,1016.1
2016-02-03T18:00,12.2,75,0,1004.7,10.7,10.1,207,11.9,7.8,10.2,38,1010.4
2016-02-04T00:00,6.3,92,11,1010.7,8.4,29.9,351,65.9,5.1,0.7,100,1016.5
2016-02-04T06:00,4.3,87,5.8,1016,6.5,12.9,283,23,2.2,0.7,84,1021.9
2016-02-04T12:00,10,45,0,1017.8,9.7,16.6,300,31.7,-1.4,5.2,0,1023.6
2016-02-04T18:00,9.1,41,0,1017.2,7.8,5.7,162,10.4,-3.6,5.7,0,1023
2016-02-05T00:00,2.4,62,0,1015.7,3.8,9,180,17.3,-4.2,-1.6,0,1021.6
2016-02-05T06:00,2.4,70,0,1016,3.6,7.2,264,12.6,-2.5,-1.1,0,1021.9
2016-02-05T12:00,11.5,51,0,1020.2,10.1,0.5,45,11.2,1.7,9.6,22,1026
2016-02-05T18:00,8.4,71,0,1021.2,8.2,11.1,119,16.2,3.4,5.3,0,1027
2016-02-06T00:00,1.9,90,0,1022.6,4,6.2,173,14,0.4,-1.1,0,1028.6
2016-02-06T06:00,0.9,88,0,1022.8,2.6,6.2,249,10.1,-0.8,-2.2,0,1028.8
2016-02-06T12:00,11.7,63,0,1023.8,9.8,7.1,311,17.3,4.9,9.5,54,1029.6
2016-02-06T18:00,9.2,79,0,1020.6,8.6,7.9,106,15.8,5.7,7,100,1026.4
2016-02-07T00:00,4.5,93,0,1018.9,5.3,8.1,167,14,3.5,1.8,96,1024.8
2016-02-07T06:00,7.1,77,0,1014.2,5.8,13.2,135,23,3.3,3.6,100,1020
2016-02-07T12:00,11,70,0,1010.2,8.6,15.3,133,33.5,5.7,7.7,100,1015.9
2016-02-07T18:00,11,76,1.1,1007,9.1,18.1,125,33.8,6.9,7.6,100,1012.7
2016-02-08T00:00,10.1,87,3.2,1007.5,8.6,11.9,145,32,8,7.8,98,1013.2
2016-02-08T06:00,9.8,86,1.2,1008,8.4,10.3,168,21.6,7.6,7.7,97,1013.7
2016-02-08T12:00,14.8,68,0,1010.7,12,7,249,15.5,8.9,13.5,66,1016.3
2016-02-08T18:00,13,70,0,1009.3,11.5,2.4,207,16.6,7.7,12.1,92,1015
2016-02-09T00:00,11.2,74,0,1010.7,9.9,11.7,223,21.6,6.6,8.6,91,1016.4
2016-02-09T06:00,11.1,71,0,1008.9,9.7,11.2,220,19.8,6.1,8.5,87,1014.6
2016-02-09T12:00,14.8,59,0,1008.2,13,16.2,192,29.2,6.9,11.6,73,1013.8
2016-02-09T18:00,12.4,62,0,999.7,11.6,18.8,187,38.5,5.3,8.6,100,1005.3
2016-02-10T00:00,11.8,84,1.8,988.7,10.5,20.2,181,30.6,9.1,8.7,92,994.3
2016-02-10T06:00,10.1,70,0.3,987.1,9.9,23.4,236,62.6,4.8,5.5,56,992.7
2016-02-10T12:00,11.1,50,0.6,990.9,10.9,23.8,267,43.2,1.2,5.7,35,996.5
2016-02-10T18:00,9,39,0,995,9.6,11.6,240,19.4,-4.1,4.6,4,1000.7
2016-02-11T00:00,5.2,72,0,997.4,6.5,14.3,214,20.2,0.6,1.1,53,1003.2
2016-02-11T06:00,3.3,83,0,999.7,5.1,7,249,11.5,0.8,0.3,8,1005.5
2016-02-11T12:00,10.1,51,0,1002.5,10.4,14.2,291,23,0.4,6,3,1008.2
2016-02-11T18:00,7.4,70,0,1002.6,8.4,5.2,106,10.1,2.3,4.9,6,1008.4
2016-02-12T00:00,3.9,75,0,1002.7,4.7,10.7,192,17.3,-0.1,0.2,95,1008.5
2016-02-12T06:00,3.9,94,3.6,1000.2,5.1,5,159,27,3,1.6,100,1006
2016-02-12T12:00,9.8,75,2.6,999.7,9.3,7.6,267,14.4,5.5,7.6,93,1005.4
2016-02-12T18:00,9.1,77,0.5,995.2,8.7,13,92,24.5,5.3,6.1,100,1000.9
2016-02-13T00:00,7.9,95,4.6,988.9,7.9,15.9,273,33.5,7.1,4.8,91,994.6
2016-02-13T06:00,5.1,95,0,990.7,6.6,7.7,307,19.8,4.4,2.7,21,996.4
2016-02-13T12:00,11.3,64,0,992.8,10.7,2.6,164,14,4.7,9.7,97,998.4
2016-02-13T18:00,11.2,70,0,990.6,10.2,8.9,130,18.4,5.9,8.9,100,996.2
2016-02-14T00:00,11.4,76,0,989.8,9.6,9.8,262,19.4,7.4,9.3,71,995.4
2016-02-14T06:00,9.1,84,0,989.2,7.4,6,73,10.4,6.6,7.4,100,994.8
2016-02-14T12:00,11.9,88,6.6,985,9.9,12.5,131,42.5,9.9,10.1,94,990.6
2016-02-14T18:00,11.1,84,0.2,987.9,10.3,8.4,335,19.8,8.5,9.5,22,993.5
2016-02-15T00:00,7.7,96,0,991.7,7.5,3.2,360,2.5,7.2,6.6,100,997.4
2016-02-15T06:00,6.6,98,0.7,993.5,7.6,6.2,306,12.6,6.3,4.8,100,999.2
2016-02-15T12:00,8.3,96,4.1,998,8.8,5.7,325,27,7.6,6.9,100,1003.7
2016-02-15T18:00,7.7,98,8.1,1001.9,8.3,2.6,124,10.1,7.3,6.6,100,1007.6
2016-02-16T00:00,7.6,94,0.2,1007.6,7,2.9,60,5.8,6.6,6.3,66,1013.4
2016-02-16T06:00,7.7,94,2.5,1011,7.1,7.9,120,11.2,6.8,5.7,53,1016.8
2016-02-16T12:00,10.9,90,1,1015.1,10,15.6,40,33.8,9.4,8.5,100,1020.8
2016-02-16T18:00,8.2,95,2.2,1014.7,8.7,14.8,47,34.2,7.5,5.5,95,1020.5
2016-02-17T00:00,6.5,96,5.8,1012.6,7.6,18.6,36,27.4,5.9,2.8,100,1018.4
2016-02-17T06:00,5.9,97,2.3,1011.3,7.1,12.3,265,22.3,5.4,3,89,1017.1
2016-02-17T12:00,10,78,0,1013,9.8,8.2,285,23.8,6.3,7.9,100,1018.8
2016-02-17T18:00,8.1,88,0,1012.8,8.9,6,25,14.8,6.2,6.3,100,1018.6
2016-02-18T00:00,7.2,96,1.5,1013.1,8,7.6,301,12.2,6.6,5.3,100,1018.9
2016-02-18T06:00,6.6,95,0.2,1010.2,7.6,11.6,286,18.7,5.9,3.9,100,1016
2016-02-18T12:00,10.4,73,0,1008.7,10.1,17.2,286,34.6,5.8,6.8,22,1014.4
2016-02-18T18:00,10,69,0,1006.2,9.9,9.3,306,18,4.5,7.4,31,1011.9
2016-02-19T00:00,5.4,89,0,1007.1,6.2,8.9,243,15.8,3.7,2.6,57,1012.9
2016-02-19T06:00,6.1,80,0,1008.6,6,11.6,240,18,3,2.8,14,1014.4
2016-02-19T12:00,13,54,0,1010.9,11.3,20.3,247,41,3.8,8.6,41,1016.6
2016-02-19T18:00,10.8,56,0,1011.6,10,7.8,248,14.8,2.3,7.9,20,1017.3
2016-02-20T00:00,4.4,89,0,1012.3,5.9,7.9,204,10.8,2.8,1.6,19,1018.2
2016-02-20T06:00,4.4,91,0,1014.8,4.8,17.1,298,29.9,3,0.3,100,1020.7
2016-02-20T12:00,9.4,68,0.3,1020.3,8.8,15,333,33.8,3.8,5.8,49,1026.1
2016-02-20T18:00,8.6,70,0,1018.5,8.7,4.8,117,8.6,3.5,6.4,0,1024.3
2016-02-21T00:00,3.7,82,0,1017.5,4.5,10.5,211,14.8,0.9,0.2,0,1023.4
2016-02-21T06:00,3.8,90,0,1015.5,4.2,8.5,216,10.1,2.3,0.9,98,1021.4
2016-02-21T12:00,13.9,65,0,1017.3,11.3,1.3,236,14.4,7.5,13.1,35,1023
2016-02-21T18:00,12.6,73,0,1014.7,10.8,6.8,180,12.2,7.9,11,0,1020.4
2016-02-22T00:00,7.2,87,0,1015.9,7,8.2,218,10.4,5.2,4.8,37,1021.7
2016-02-22T06:00,5.4,90,0,1014,5.1,4,260,6.1,3.9,3.4,100,1019.9
2016-02-22T12:00,14.6,60,0,1014.1,12,2.4,117,14.4,7,13.5,40,1019.8
2016-02-22T18:00,14.1,66,0,1010.8,11.6,5.4,143,18.7,7.9,12.8,62,1016.5
2016-02-23T00:00,10.7,86,0,1009.2,9.7,7.9,164,9.7,8.5,9.2,99,1014.9
2016-02-23T06:00,9.3,85,0.4,1006.5,8.5,1.5,166,18.7,7,8.4,72,1012.2
2016-02-23T12:00,16.2,61,0,1006.4,14.4,2.4,297,19.1,8.8,15.6,34,1012
2016-02-23T18:00,13.4,72,0,1003.4,12.5,6.2,170,12.6,8.4,12.1,14,1009
2016-02-24T00:00,9.1,82,0,1003.2,9.1,11.4,242,16.2,6.1,6.5,16,1008.9
2016-02-24T06:00,8.7,89,0,1004.9,8.7,8.1,283,13.7,6.9,6.7,35,1010.6
2016-02-24T12:00,9.1,92,2.6,1009.7,9.9,18.1,96,39.2,7.9,6,98,1015.5
2016-02-24T18:00,8.5,78,0,1008.7,9.4,10.5,96,18,4.9,5.8,99,1014.5
2016-02-25T00:00,7.4,88,0,1007.9,8,11.2,111,19.1,5.6,4.7,100,1013.7
2016-02-25T06:00,6.8,95,0.2,1004.8,7.2,3.4,108,6.5,6,5.3,48,1010.6
2016-02-25T12:00,13,75,0,1004.7,12.2,11.4,347,21.6,8.7,11,98,1010.3
2016-02-25T18:00,8.4,96,1.2,1002.9,9.8,9.2,39,20.9,7.8,6.5,97,1008.6
2016-02-26T00:00,7.3,98,2.1,1002.9,8.6,5.6,345,10.8,7.1,5.8,100,1008.7
2016-02-26T06:00,6.9,98,0.1,1003.1,8.1,2.6,304,10.8,6.6,5.7,65,1008.9
2016-02-26T12:00,9.3,83,0.2,1005.1,10,8.9,58,21.2,6.5,7.2,100,1010.8
2016-02-26T18:00,8,82,0.1,1004,8.9,7.6,95,19.1,5,5.7,97,1009.7
2016-02-27T00:00,5.2,96,0.2,1003.4,6.8,9.4,113,13,4.6,2.5,100,1009.2
2016-02-27T06:00,4.5,97,0.1,1001.3,5.9,8.1,159,10.1,4,1.9,93,1007.1
2016-02-27T12:00,11.5,78,3.4,1002.6,10,10,111,25.9,7.7,9.4,100,1008.3
2016-02-27T18:00,10.5,90,3.3,1000.9,9.7,13.9,100,26.3,9,8.3,100,1006.6
2016-02-28T00:00,9.4,92,1.5,1000.5,8.7,15.4,123,32,8.1,6.7,100,1006.2
2016-02-28T06:00,9,89,0.5,1000.2,8.4,13.1,111,24.8,7.2,6.4,100,1005.9
2016-02-28T12:00,13.1,76,0.3,1001,11.2,7.2,96,20.5,9.1,11.9,100,1006.6
2016-02-28T18:00,11.1,92,0.1,997.3,10.6,17.2,100,36,9.8,8.5,100,1002.9
2016-02-29T00:00,11.8,89,3.6,992.4,10.4,27.2,105,59.8,10,7.9,100,998
2016-02-29T06:00,9.3,78,4.2,991.5,9.1,11.6,154,27.7,5.7,6.6,45,997.1
2016-02-29T12:00,12.2,76,1.2,998,11.1,15.5,115,34.2,8,9.4,96,1003.6
2016-02-29T18:00,10.9,75,0.1,999.5,10.7,6.3,156,11.2,6.7,9.2,93,1005.2
