time,temperature_2m (Â°C),relative_humidity_2m (%),precipitation (mm),surface_pressure (hPa),soil_temperature_0_to_7cm (Â°C),wind_speed_10m (km/h),wind_direction_10m (Â°),wind_gusts_10m (km/h),dew_point_2m (Â°C),apparent_temperature (Â°C),cloud_cover (%),pressure_msl (hPa)
2015-01-01T00:00,-2.8,77,0,1026.5,1.5,8.2,319,16.6,-6.3,-6.9,8,1032.6
2015-01-01T06:00,-3.6,75,0,1027.9,1.1,13.8,290,30.6,-7.4,-8.6,17,1034
2015-01-01T12:00,2.1,69,0,1028.9,1.7,15.7,323,28.8,-2.9,-2.7,40,1034.9
2015-01-01T18:00,1.8,75,0,1028.7,2.7,9.7,297,16.6,-2.3,-2.1,58,1034.7
2015-01-02T00:00,-2.4,76,0,1028.4,1.9,9.7,272,16.6,-6,-6.7,4,1034.5
2015-01-02T06:00,-3.3,77,0,1026.9,1.3,10.1,253,11.2,-6.8,-7.7,6,1033
2015-01-02T12:00,9.9,54,0,1026.3,4,3.9,304,10.8,1,7.4,86,1032.1
2015-01-02T18:00,3.7,89,0,1022.9,3.5,3.1,201,8.3,2,1.5,98,1028.8
2015-01-03T00:00,0.7,90,0,1022.2,2.8,8.2,218,9.7,-0.8,-2.7,78,1028.2
2015-01-03T06:00,-1.7,91,0,1020.5,2.2,8.2,232,10.4,-3,-5.4,75,1026.6
2015-01-03T12:00,10.4,72,0,1021.3,5.7,3.6,307,11.2,5.6,8.8,95,1027.1
2015-01-03T18:00,4.7,94,0,1015.2,4.7,6.5,174,11.2,3.7,2.3,93,1021.1
2015-01-04T00:00,5.5,90,0,1012.1,4.2,7.1,246,10.8,4,3.1,10,1017.9
2015-01-04T06:00,5.8,90,0,1011.3,3.9,9.2,11,13,4.3,3.1,11,1017.1
2015-01-04T12:00,11.5,72,0,1015.2,7.2,8.2,311,16.9,6.6,9.4,0,1020.9
2015-01-04T18:00,6.2,96,0,1017.9,5.8,15.3,43,10.1,5.5,2.9,51,1023.8
2015-01-05T00:00,1.4,90,0.5,1021.6,3,7.9,321,9,0,-1.9,2,1027.6
2015-01-05T06:00,-1.7,85,0,1023.4,1.2,7.4,241,13.7,-3.9,-5.4,1,1029.5
2015-01-05T12:00,9.9,42,0,1024.1,5.5,8.7,218,15.5,-2.4,6.2,0,1029.9
2015-01-05T18:00,4.2,57,0,1020,3.9,9.4,238,12.6,-3.6,0.2,0,1025.9
2015-01-06T00:00,2.5,68,0,1017.6,2.4,8.9,249,14.4,-2.9,-1.3,0,1023.5
2015-01-06T06:00,-0.6,86,0,1016.6,1.1,4.6,225,10.1,-2.7,-3.8,0,1022.6
2015-01-06T12:00,10,68,0,1018.8,4.9,3.9,34,14,4.3,8.1,0,1024.6
2015-01-06T18:00,7.7,79,0,1018.9,4.3,2.9,360,10.1,4.3,6,0,1024.7
2015-01-07T00:00,-0.5,96,0,1021.1,1.4,5.5,247,7.9,-1,-3.5,15,1027.1
2015-01-07T06:00,0.1,98,0,1022.1,1.2,7.8,257,10.4,-0.2,-3.1,81,1028.1
2015-01-07T12:00,7.8,87,0,1023.8,5.5,3.7,299,13.3,5.8,6.2,87,1029.7
2015-01-07T18:00,6.2,96,0,1024.1,5.3,2.9,97,3.6,5.6,4.7,46,1030
2015-01-08T00:00,4,97,0,1025.8,3.3,2.6,254,3.6,3.5,2.1,80,1031.8
2015-01-08T06:00,3.1,98,0,1026.2,3.3,5.4,270,6.5,2.8,0.7,98,1032.2
2015-01-08T12:00,10.1,77,0,1027.5,7.6,0.4,360,9,6.2,9.1,34,1033.3
2015-01-08T18:00,6.8,94,0,1026.4,6.3,7.7,131,11.5,5.8,4.6,11,1032.3
2015-01-09T00:00,5.1,94,0,1025.9,4.4,7.6,239,13.3,4.2,2.6,41,1031.8
2015-01-09T06:00,4.4,97,0,1026.1,4.1,7.1,225,9.4,3.9,1.9,38,1032
2015-01-09T12:00,10.8,78,0,1026.2,8.4,1.6,297,9.4,7.1,9.9,100,1032
2015-01-09T18:00,7.7,88,0,1021.7,6.4,5.9,142,9.4,5.9,5.9,95,1027.6
2015-01-10T00:00,7.2,84,0,1017,5.4,5.1,51,11.5,4.8,5.2,98,1022.8
2015-01-10T06:00,5.5,91,0,1014,4.3,4.8,13,8.3,4.2,3.5,100,1019.9
2015-01-10T12:00,12.3,71,0,1016.4,8.8,4.6,45,11.9,7.1,10.9,99,1022.1
2015-01-10T18:00,9,89,0,1012.1,7.9,4.9,163,10.4,7.3,7.6,13,1017.9
2015-01-11T00:00,7.4,86,0,1012.2,6.3,9.3,257,9.7,5.3,4.9,80,1018
2015-01-11T06:00,5.2,94,0,1009,5,3,76,5.4,4.2,3.4,17,1014.8
2015-01-11T12:00,13.1,73,0,1004.7,9.7,12.6,243,17.3,8.3,10.8,5,1010.3
2015-01-11T18:00,9.7,90,0.3,1010.3,9.1,16.5,328,37.1,8.1,6.8,23,1016
2015-01-12T00:00,4.4,58,0,1018.6,5,12.2,270,15.8,-3.2,0.1,16,1024.5
2015-01-12T06:00,1.1,50,0,1021.2,2.3,8.5,242,14,-8.2,-3.2,11,1027.2
2015-01-12T12:00,11.9,44,0,1022.9,8.4,5.2,214,10.8,0,9.1,25,1028.7
2015-01-12T18:00,6.2,63,0,1022,5.7,9.8,197,9.7,-0.3,2.6,4,1027.9
2015-01-13T00:00,2.5,60,0,1023,2.6,9.6,214,15.1,-4.4,-1.6,0,1029
2015-01-13T06:00,2.2,70,0,1022.5,2.3,8.9,238,13,-2.8,-1.6,0,1028.5
2015-01-13T12:00,10.3,63,0,1023,7.8,1.8,259,11.5,3.5,8.5,6,1028.8
2015-01-13T18:00,5.9,87,0,1019.5,5.7,5.9,142,9.4,3.9,3.6,61,1025.4
2015-01-14T00:00,4.1,89,0,1018.3,4,7.7,217,11.2,2.5,1.3,99,1024.2
2015-01-14T06:00,4.2,93,0,1016,4,6.9,223,10.1,3.1,1.6,14,1021.9
2015-01-14T12:00,11.3,74,0,1015.2,8.7,1.8,259,9.7,6.7,10.2,11,1020.9
2015-01-14T18:00,10.6,72,0,1013.6,8.4,10.7,237,15.8,5.7,8,18,1019.3
2015-01-15T00:00,7.5,91,0,1015,6.8,7.5,235,14,6,5.4,83,1020.8
2015-01-15T06:00,4.6,97,0,1015.1,4.8,3.1,144,10.4,4.1,2.7,8,1021
2015-01-15T12:00,11.9,75,0,1015.9,9.4,3.4,212,15.8,7.7,10.9,84,1021.6
2015-01-15T18:00,9.1,76,0,1013.6,8.1,6.6,139,14,5,7,9,1019.4
2015-01-16T00:00,5.9,92,0,1014.1,5.9,9.7,195,13.7,4.7,3.3,4,1019.9
2015-01-16T06:00,6.1,92,0,1012,5.8,7.8,158,13.7,4.9,3.8,3,1017.8
2015-01-16T12:00,13.2,63,0,1011.9,10.3,8.4,133,18,6.4,11.1,48,1017.6
2015-01-16T18:00,11.3,76,0.2,1009.6,9.5,13.4,144,24.1,7.3,8.7,83,1015.3
2015-01-17T00:00,10.9,73,0,1007.5,8.7,15.2,166,25.6,6.1,7.7,97,1013.2
2015-01-17T06:00,10.8,77,0,1006,9,14.7,155,28.4,7,7.9,98,1011.7
2015-01-17T12:00,14.1,70,0,1006.8,11.8,14.3,198,28.1,8.7,11.7,93,1012.4
2015-01-17T18:00,10.1,76,0,1008.3,9.7,7.7,221,10.8,6.2,8.1,62,1014
2015-01-18T00:00,5.2,93,0,1010.7,6.1,6.2,159,12.6,4.2,3,67,1016.5
2015-01-18T06:00,4.6,97,0,1010.9,5.4,9.8,188,15.5,4.2,1.8,93,1016.8
2015-01-18T12:00,11.4,66,0,1011,9.9,5.2,236,15.8,5.2,9.5,2,1016.7
2015-01-18T18:00,7.5,84,0,1008.6,8,7.9,90,14.4,5,5.1,17,1014.4
2015-01-19T00:00,1.1,95,0,1008.6,3.8,5.9,256,9,0.4,-1.8,2,1014.5
2015-01-19T06:00,1.8,86,0,1007.7,3.2,7.6,273,14,-0.3,-1.5,63,1013.6
2015-01-19T12:00,8.2,61,0,1008.5,8.1,5.1,278,16.9,1.2,5.6,82,1014.3
2015-01-19T18:00,6,83,0,1007.2,6.6,7.2,93,9.7,3.3,3.4,97,1013
2015-01-20T00:00,4.8,87,0,1007.1,3.6,6.6,131,8.3,2.9,2.2,100,1012.9
2015-01-20T06:00,3,97,0.6,1004.8,4,3.4,148,3.6,2.6,0.9,100,1010.7
2015-01-20T12:00,7.5,92,2.9,1004.7,6.7,5.8,360,11.9,6.3,5.7,100,1010.5
2015-01-20T18:00,6.9,97,2,1004,6.6,5.6,15,14.4,6.5,5.2,100,1009.8
2015-01-21T00:00,5.7,98,0.3,1005.4,5.9,5.7,305,8.6,5.5,3.8,100,1011.2
2015-01-21T06:00,5.8,98,0,1004.9,6,1.1,360,6.5,5.5,4.5,61,1010.7
2015-01-21T12:00,9.2,81,0,1005.7,8.1,7.5,107,18,6.1,7.2,99,1011.4
2015-01-21T18:00,7.9,91,1.2,1004.3,7.8,7.6,82,16.6,6.6,6,100,1010
2015-01-22T00:00,5.2,97,0.9,1005,6,6.6,151,14.8,4.7,2.9,62,1010.8
2015-01-22T06:00,4.4,95,0,1004.5,5.1,7.6,172,14.4,3.7,1.8,98,1010.3
2015-01-22T12:00,8.8,88,0.8,1005.6,8.2,2.8,320,15.1,7,7.7,99,1011.3
2015-01-22T18:00,7.4,97,4,1004,7.5,7.7,332,15.1,7,5.5,100,1009.8
2015-01-23T00:00,6.9,98,2.1,1002.3,7.1,12.4,334,21.2,6.7,4.3,100,1008.1
2015-01-23T06:00,5.6,98,1.1,1000.3,6.5,16,316,27.4,5.3,2.2,100,1006.1
2015-01-23T12:00,8.6,84,1.6,1001.4,7.7,21.1,17,38.9,6,4.5,97,1007.1
2015-01-23T18:00,7.4,88,2,1003.3,7.2,21.5,38,40.7,5.5,3.2,100,1009.1
2015-01-24T00:00,7.8,72,0.3,1005.3,6.8,16.2,32,36.4,3,3.8,99,1011.1
2015-01-24T06:00,6.5,90,0,1005.6,6.4,5.6,315,14.4,4.9,4.4,94,1011.4
2015-01-24T12:00,9.3,64,0,1005.4,8.7,7.6,335,14,2.9,6.6,92,1011.1
2015-01-24T18:00,6.2,78,0,1003.3,7,5.4,127,10.1,2.7,3.8,91,1009.1
2015-01-25T00:00,4,88,0,1005.2,4.6,5.8,120,15.8,2.2,1.4,100,1011
2015-01-25T06:00,3.6,85,0,1007.2,3.9,8.7,42,10.4,1.3,0.5,100,1013.1
2015-01-25T12:00,7.6,57,0.1,1010.7,6.9,12.8,79,34.9,-0.4,3.6,49,1016.5
2015-01-25T18:00,5.4,65,0,1012.6,5.9,8.3,88,10.8,-0.8,1.9,67,1018.5
2015-01-26T00:00,5.4,64,0,1015.4,5.1,12.4,82,25.6,-0.9,1.4,95,1021.3
2015-01-26T06:00,3.7,62,0,1016.4,3.9,13.8,75,20.9,-2.9,-0.9,97,1022.3
2015-01-26T12:00,6.7,57,0,1017.7,6.9,17.4,52,38.2,-1.2,1.8,23,1023.6
2015-01-26T18:00,3.9,74,0,1015.8,5.3,6.1,62,11.2,-0.3,0.9,7,1021.7
2015-01-27T00:00,-1.5,87,0,1014.6,1.2,7.3,261,12.2,-3.4,-5.2,4,1020.6
2015-01-27T06:00,-2.6,84,0,1010.6,0.8,7.3,237,12.6,-4.9,-6.4,6,1016.6
2015-01-27T12:00,7.6,44,0,1010.3,3.9,5,330,16.6,-4,4.2,4,1016.1
2015-01-27T18:00,4.5,67,0,1010,4.3,6,303,9.4,-1.2,1.3,98,1015.9
2015-01-28T00:00,-1.4,83,0,1011.1,0.9,9.4,293,16.2,-3.9,-5.4,43,1017.1
2015-01-28T06:00,-1.3,77,0,1011.4,0.7,7.2,276,13.7,-4.8,-5.1,18,1017.4
2015-01-28T12:00,6.3,66,0,1012,1.9,9.4,313,21.2,0.4,2.9,7,1017.8
2015-01-28T18:00,2.5,80,0,1009.5,2.8,7.2,273,10.8,-0.7,-0.8,3,1015.4
2015-01-29T00:00,-2.1,83,0,1005.8,0.6,8.4,211,15.1,-4.6,-6,99,1011.8
2015-01-29T06:00,0.6,63,0,999.5,0.5,10.5,188,18,-5.6,-3.8,94,1005.4
2015-01-29T12:00,6.2,58,0,996.9,1.1,4.7,184,12.2,-1.6,3.2,89,1002.6
2015-01-29T18:00,5.4,84,0,989.9,3.5,7.2,127,15.1,2.8,2.7,100,995.6
2015-01-30T00:00,5.9,89,2.3,982.3,3.9,10.6,162,18.7,4.2,3,100,988
2015-01-30T06:00,7.7,87,2.1,970.1,5.1,13.7,177,44.6,5.7,4.7,98,975.7
2015-01-30T12:00,5.2,97,3.6,971,5.9,13.2,313,36,4.7,2,92,976.6
2015-01-30T18:00,4.9,55,0.8,973.3,4.3,20.5,288,43.2,-3.5,-0.7,100,978.9
2015-01-31T00:00,0.1,77,0,976.6,1.9,9,196,16.9,-3.4,-3.8,81,982.4
2015-01-31T06:00,1.7,83,0,978.4,2.1,11,203,15.8,-0.9,-2.2,1,984.1
2015-01-31T12:00,8.6,66,0,980.5,6.9,4.6,252,13.3,2.7,6.3,4,986.1
2015-01-31T18:00,6.7,74,0.4,981,5.3,4.3,42,7.6,2.4,4.3,54,986.6
2015-02-01T00:00,-0.7,94,0,981.1,1.5,7.4,284,12.2,-1.5,-4.1,15,986.9
2015-02-01T06:00,-0.9,94,0.2,981.7,1.2,10.5,278,18.7,-1.7,-4.8,77,987.5
2015-02-01T12:00,4.9,86,0.8,984.8,4.3,18.7,293,32,2.7,0.5,80,990.5
2015-02-01T18:00,4,86,1,987.2,4,6.1,267,16.9,1.8,1.3,11,992.9
2015-02-02T00:00,-1.4,94,0,990.4,1.1,5.2,344,9,-2.3,-4.6,16,996.3
2015-02-02T06:00,-1.9,94,0,993,0.9,8.7,232,14,-2.8,-5.7,13,998.9
2015-02-02T12:00,7.7,57,0,995.3,4,6.5,267,16.2,-0.2,4.6,7,1001
2015-02-02T18:00,4.2,69,0,995.4,3.9,9.2,211,8.3,-1,0.6,61,1001.2
2015-02-03T00:00,0.9,88,0,996.1,1.2,12.9,210,18.4,-0.9,-3.2,29,1002
2015-02-03T06:00,1,86,0,996.3,1.1,7.6,185,11.5,-1.1,-2.4,96,1002.1
2015-02-03T12:00,8.3,65,0,996.5,5.5,5.1,188,16.6,2.2,5.8,100,1002.2
2015-02-03T18:00,6.1,82,0,995.5,5.3,7.2,63,10.4,3.2,3.5,98,1001.2
2015-02-04T00:00,4.1,85,0,993.6,3.3,7.9,87,20.2,1.7,1.1,99,999.4
2015-02-04T06:00,3.5,97,3.1,991.3,3.3,6.5,6,17.3,3.1,1,100,997.1
2015-02-04T12:00,7,92,8,996,5.9,14.1,32,31.3,5.7,3.9,100,1001.7
2015-02-04T18:00,6.3,94,1.1,998.5,5.4,6.3,24,15.8,5.4,4.2,100,1004.3
2015-02-05T00:00,5.7,95,3.7,998.8,4.8,6.1,87,22,4.9,3.6,100,1004.6
2015-02-05T06:00,7.3,95,12,995,5.9,25.8,78,51.8,6.6,2.7,100,1000.7
2015-02-05T12:00,8.7,93,6.8,993.9,7,23.4,65,56.9,7.6,4.7,100,999.6
2015-02-05T18:00,7.7,94,5.5,993.9,6.9,19.8,80,48.6,6.7,4,100,999.6
2015-02-06T00:00,5.1,94,12.7,993.4,5.6,18.8,36,58.7,4.2,1,100,999.1
2015-02-06T06:00,4.5,94,15.7,990.4,5.2,31.5,57,60.8,3.6,-1.6,100,996.1
2015-02-06T12:00,5.4,93,8.8,997.3,5.4,27.2,64,56.5,4.3,0.1,100,1003.1
2015-02-06T18:00,4.3,93,4.7,1002.2,5,18.9,59,34.9,3.2,0,99,1008
2015-02-07T00:00,3.7,92,2.1,1007.2,4.5,12.4,36,27.7,2.5,0.2,100,1013.1
2015-02-07T06:00,3,86,0.1,1010.1,4,15.8,43,22.3,0.9,-1.2,100,1016
2015-02-07T12:00,4.8,75,0.3,1013.2,4.9,17.3,43,34.9,0.7,0.3,96,1019.1
2015-02-07T18:00,3.3,78,0,1013.8,4.5,6.2,306,12.6,-0.1,0.3,81,1019.7
2015-02-08T00:00,0.4,84,0,1012.2,2.5,11.9,268,22.3,-2,-3.7,5,1018.2
2015-02-08T06:00,-3,85,0,1006.6,1.2,9.3,234,15.1,-5.1,-7.1,41,1012.6
2015-02-08T12:00,8.4,56,0,1004.3,5.5,3,14,15.1,0.1,5.9,40,1010
2015-02-08T18:00,4.9,83,0,1007.7,5,15.3,43,23.4,2.2,0.9,16,1013.5
2015-02-09T00:00,2.8,39,0,1014.6,3.3,23.7,49,45.7,-9.7,-3.8,34,1020.5
2015-02-09T06:00,0.5,51,0,1016,1.7,12,97,22.7,-8.4,-4.3,0,1022
2015-02-09T12:00,5.5,46,0,1017.8,5.2,4.7,171,15.5,-5.2,2,2,1023.7
2015-02-09T18:00,5.9,44,0,1014.4,4.3,2.9,83,6.1,-5.3,2.7,1,1020.2
2015-02-10T00:00,-1.4,75,0,1014.7,1,7.4,223,10.8,-5.2,-5.2,4,1020.7
2015-02-10T06:00,-2.1,75,0,1015.6,0.8,7.4,231,8.3,-5.9,-6,10,1021.6
2015-02-10T12:00,10.9,48,0,1017.3,4.6,2.6,304,10.8,0.2,8.4,0,1023.1
2015-02-10T18:00,7.2,76,0,1017.3,5.7,7.4,113,13,3.2,4.5,1,1023.1
2015-02-11T00:00,2.5,78,0,1019.6,1.4,5.8,176,9,-1,-0.6,4,1025.6
2015-02-11T06:00,-1.2,86,0,1019.7,1,6.9,264,6.8,-3.2,-4.8,0,1025.7
2015-02-11T12:00,11.4,60,0,1019.6,6.8,3.3,354,11.9,3.8,9.5,0,1025.4
2015-02-11T18:00,8.5,84,0,1017.2,6.9,6.6,61,12.2,6,6.5,0,1023
2015-02-12T00:00,0.7,95,0,1017.7,1.9,3.4,198,8.3,0,-1.9,0,1023.7
2015-02-12T06:00,-0.8,94,0,1018,1.1,3.1,225,5,-1.6,-3.6,70,1024
2015-02-12T12:00,9.1,78,0,1019.4,7.1,4.5,14,16.6,5.6,7.4,89,1025.2
2015-02-12T18:00,8.1,88,0,1018.6,6.9,5.7,55,9,6.2,6.3,77,1024.4
2015-02-13T00:00,5.1,100,0,1019,4.6,5.6,153,3.6,5.1,3.1,73,1024.9
2015-02-13T06:00,3.9,100,0,1018.6,4.4,3.6,233,9.4,3.9,2,100,1024.5
2015-02-13T12:00,9.7,73,0,1018.7,8.9,3.8,107,13.7,5.2,8,97,1024.5
2015-02-13T18:00,7.8,87,0,1016.4,7.6,6.9,84,15.1,5.8,5.8,43,1022.2
2015-02-14T00:00,3.7,97,0,1015.1,4.5,5.5,191,7.6,3.2,1.3,66,1021
2015-02-14T06:00,1.9,95,0,1012.7,3,4.2,239,9.7,1.2,-0.7,68,1018.6
2015-02-14T12:00,11.5,67,0,1011.9,9.6,5.3,118,14.4,5.5,9.7,64,1017.6
2015-02-14T18:00,9.3,76,1.2,1009.2,8.1,8.8,125,14,5.3,6.9,94,1014.9
2015-02-15T00:00,4.1,93,0,1008.3,4.6,8.8,168,15.5,3,1.2,26,1014.2
2015-02-15T06:00,2.5,93,0,1006.6,3.5,9,164,15.5,1.6,-0.6,89,1012.5
2015-02-15T12:00,10.5,72,0.7,1008.1,8.2,9.5,115,21.6,5.8,8.1,99,1013.8
2015-02-15T18:00,8.4,92,3.7,1007.7,7.5,10.2,98,12.2,7.2,6.2,81,1013.5
2015-02-16T00:00,5.9,95,0,1009.4,4.2,13.4,82,17.6,5.2,2.8,63,1015.2
2015-02-16T06:00,7.6,97,0.3,1010,5.8,16.6,86,33.5,7.1,4.5,87,1015.8
2015-02-16T12:00,10.2,90,1.7,1012.1,8.1,22.5,83,44.3,8.7,6.6,100,1017.8
2015-02-16T18:00,9.2,88,0.6,1013.3,7.9,16.2,89,32.8,7.3,6.2,45,1019.1
2015-02-17T00:00,8.8,95,0.4,1015.8,7.6,13.1,74,24.5,8,6.4,88,1021.6
2015-02-17T06:00,8.2,93,0,1018.1,7.4,6.2,36,14.4,7.2,6.6,81,1023.9
2015-02-17T12:00,10.9,78,0,1021.9,9.9,10.8,15,25.9,7.3,8.6,32,1027.7
2015-02-17T18:00,7.9,79,0,1022.6,8.5,6.5,6,15.5,4.5,5.6,3,1028.5
2015-02-18T00:00,2.3,93,0,1025.2,3.9,7.7,11,16.9,1.4,-0.7,2,1031.2
2015-02-18T06:00,1.7,91,0,1027.1,3.4,7.9,16,14,0.4,-1.5,20,1033.1
2015-02-18T12:00,7.1,61,0,1030.1,8.1,12.3,40,26.6,0.2,3.3,3,1036
2015-02-18T18:00,5.2,65,0,1029.3,6.4,7.2,357,10.8,-0.9,1.9,0,1035.3
2015-02-19T00:00,-1.5,87,0,1030.1,1.2,8.5,258,15.1,-3.4,-5.3,0,1036.2
2015-02-19T06:00,-2.7,84,0,1028.4,0.7,8.4,250,13,-5.1,-6.7,0,1034.5
2015-02-19T12:00,8.9,50,0,1027.3,5.4,2.6,344,15.5,-1.1,6.2,0,1033.2
2015-02-19T18:00,6.7,70,0,1023.6,6.1,8.3,88,10.1,1.6,3.6,0,1029.5
2015-02-20T00:00,-2,89,0,1022.6,1,4.7,184,8.3,-3.6,-5.3,7,1028.7
2015-02-20T06:00,-2.6,88,0,1020.5,0.7,5.6,230,7.9,-4.3,-6.1,26,1026.6
2015-02-20T12:00,10.8,50,0,1019.2,5.4,1.5,45,11.5,0.9,8.6,67,1025
2015-02-20T18:00,7.8,76,0,1015.3,6.5,8.5,102,17.3,3.8,5.1,78,1021.1
2015-02-21T00:00,0.9,89,0,1012.8,1.8,6.1,208,14,-0.8,-2.2,7,1018.7
2015-02-21T06:00,1.9,91,0,1007.7,1.4,9.9,170,14.8,0.5,-1.6,10,1013.6
2015-02-21T12:00,11.5,59,0,1004.8,8.4,14.8,179,32.8,3.7,7.9,13,1010.5
2015-02-21T18:00,9.4,66,0,999.6,7.8,13.8,129,24.5,3.3,5.9,100,1005.3
2015-02-22T00:00,5.5,90,1.3,996.3,5.5,10.8,105,17.3,4,2.5,96,1002.1
2015-02-22T06:00,5.8,91,1.8,991.6,5.1,8.1,103,11.5,4.5,3.3,100,997.3
2015-02-22T12:00,8.4,93,2.6,993.1,7.3,15.5,356,23.4,7.4,5.5,100,998.8
2015-02-22T18:00,7.3,96,2.8,994.8,7,15.3,351,27.7,6.7,4.2,100,1000.5
2015-02-23T00:00,6.2,96,1.2,997.8,6.3,13.5,344,28.8,5.6,3.2,100,1003.5
2015-02-23T06:00,6,96,1.4,998.9,6.1,11.9,325,25.6,5.4,3.2,100,1004.7
2015-02-23T12:00,8.6,82,0,1000,7.9,8.6,327,20.2,5.7,6.3,100,1005.7
2015-02-23T18:00,9.4,83,0,997.6,8.3,2.9,83,4.3,6.7,8.2,100,1003.3
2015-02-24T00:00,6.1,95,0,997.8,6.1,4.8,167,6.5,5.3,4.3,100,1003.5
2015-02-24T06:00,3.4,97,0.2,995.9,4.4,5,159,7.6,2.9,1,74,1001.7
2015-02-24T12:00,11.6,78,0,995.3,10.1,8.6,75,23.4,7.8,9.8,94,1000.9
2015-02-24T18:00,8.5,96,3.9,994.5,8.6,17.8,43,28.8,7.9,5.4,100,1000.2
2015-02-25T00:00,7,93,7.7,997.6,7.3,28.4,39,52.9,6,1.9,100,1003.3
2015-02-25T06:00,5.2,89,8.9,1001.3,6.2,24.7,19,55.4,3.6,0.1,100,1007.1
2015-02-25T12:00,6.9,83,2.6,1005,7,17.1,321,31.3,4.2,3,99,1010.8
2015-02-25T18:00,7,75,0,1005.5,7.1,10.1,325,24.8,2.8,3.9,97,1011.3
2015-02-26T00:00,6.5,72,0,1008.3,6,7.6,360,21.6,1.9,3.6,93,1014.1
2015-02-26T06:00,5.5,74,0,1009.8,5.3,8.8,19,20.9,1.3,2.3,39,1015.6
2015-02-26T12:00,9,69,0,1012,8.3,16.3,62,32.8,3.7,5.1,76,1017.8
2015-02-26T18:00,7.7,74,0,1010.5,7.7,6.3,59,14.4,3.5,5.3,20,1016.3
2015-02-27T00:00,2.6,95,0,1009.6,3.8,5.2,282,9,1.9,0,66,1015.5
2015-02-27T06:00,1.3,95,0,1006.4,3,6.8,252,13.7,0.6,-1.7,34,1012.3
2015-02-27T12:00,10.2,70,0,1006.3,9.4,6.1,320,18,5,8.1,37,1012
2015-02-27T18:00,9,79,0,1005.3,8.4,3.4,58,10.4,5.6,7.5,36,1011
2015-02-28T00:00,2.4,91,0,1007.5,3.6,6.5,267,11.9,1.1,-0.5,7,1013.4
2015-02-28T06:00,0.5,93,0,1008.5,2,6.9,261,12.6,-0.5,-2.7,84,1014.4
2015-02-28T12:00,11.3,64,0,1011.2,10.2,11.2,4,24.5,4.8,8.4,63,1016.9
2015-02-28T18:00,8.6,76,0,1011.1,8.5,7.6,25,14,4.5,6.2,0,1016.9
2015-03-01T00:00,1.4,96,0,1012.5,3.3,5.9,232,9.7,0.9,-1.4,0,1018.4
2015-03-01T06:00,-0.1,97,0,1011.1,2.3,5.5,212,11.2,-0.5,-3.1,91,1017.1
2015-03-01T12:00,12.7,57,0,1011.9,10,2.3,219,14,4.4,11,100,1017.6
2015-03-01T18:00,10.9,64,0,1009.4,9.1,10.7,220,15.1,4.3,8,54,1015.1
2015-03-02T00:00,8.4,76,0,1010.2,7,8.9,212,12.6,4.5,5.8,96,1016
2015-03-02T06:00,8.4,83,0,1007.1,6.8,8.6,158,12.6,5.7,6.1,98,1012.9
2015-03-02T12:00,14.3,74,0.3,1004.6,11.5,1.4,360,15.5,9.7,14.1,100,1010.2
2015-03-02T18:00,13.7,78,1.2,1002.9,11.4,8,342,20.2,9.9,12.5,82,1008.5
2015-03-03T00:00,8,98,0,1008.2,6.8,7.4,284,8.3,7.7,6.4,16,1014
2015-03-03T06:00,4.6,99,0,1011.9,5.6,5.6,225,10.8,4.5,2.5,25,1017.8
2015-03-03T12:00,12.4,68,0,1016,11.9,5.5,349,17.3,6.6,10.8,58,1021.7
2015-03-03T18:00,10.7,85,0,1016.1,10.6,11.3,112,16.6,8.3,8.6,24,1021.9
2015-03-04T00:00,6,96,0,1016.4,6.3,3.4,108,9.4,5.3,4.4,46,1022.3
2015-03-04T06:00,4.1,96,0,1015,4.9,9.1,263,15.1,3.5,1.3,10,1020.9
2015-03-04T12:00,12.5,74,0,1014.4,11,8,297,19.4,8.1,10.9,83,1020.1
2015-03-04T18:00,9.2,97,4.1,1010.7,9.4,5.2,56,12.6,8.7,8.1,100,1016.5
2015-03-05T00:00,6.8,92,12.5,1010.2,7.9,33.4,48,74.2,5.7,0.9,100,1016
2015-03-05T06:00,5.1,74,6.2,1012.3,6,36.5,41,63.4,0.9,-2.2,100,1018.2
2015-03-05T12:00,6.9,55,0,1013.7,6.9,42.4,49,66.2,-1.4,-1.6,100,1019.5
2015-03-05T18:00,8.6,40,0,1013.1,7.7,30.9,49,55.4,-4.3,1.4,99,1018.9
2015-03-06T00:00,6.6,49,0,1018.7,6.7,33.9,44,62.3,-3.2,-0.9,42,1024.6
2015-03-06T06:00,5.5,52,0,1021.9,5.9,27.8,34,48.6,-3.6,-1.1,3,1027.8
2015-03-06T12:00,8.2,44,0,1024,8.9,25.5,44,56.5,-3.4,1.9,1,1029.9
2015-03-06T18:00,8.2,45,0,1022.7,8.3,13.8,75,28.4,-3.1,3.6,0,1028.6
2015-03-07T00:00,5.6,53,0,1025.5,5.9,20.7,67,38.9,-3.3,0,0,1031.4
2015-03-07T06:00,4.3,60,0,1025.1,4.7,16.3,43,26.6,-2.9,-0.6,50,1031
2015-03-07T12:00,8.7,51,0,1025.9,9.2,24.5,43,48.6,-1,2.9,4,1031.8
2015-03-07T18:00,7.5,61,0,1022.5,8.2,11.5,32,22.3,0.4,3.8,0,1028.4
